Title: The Mystery of the Cosmic Diffuse Ultraviolet Background Radiation 
Authors: Henry R.C., Murthy J., Overduin J., Tyler J.
Table: The Two Dynamics Explorer FUV Scans (Fix, Craven & Frank 1989)
================================================================================
Byte-by-byte Description of file: apj504185t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units              Label  Explanations
--------------------------------------------------------------------------------
       1 I1     ---                Scan   Scan number
   3-  6 I4     ---                Num    Source number
   8- 13 F6.2   deg                GLON   Galactic longitude
  15- 20 F6.2   deg                GLAT   Galactic latitude
  22- 26 I5     ph/cm/s/sr/0.1nm   Flux   Observed photon flux (1)
  28- 31 I4     ph/cm/s/sr/0.1nm e_Flux   Uncertainty in Flu (1)
--------------------------------------------------------------------------------
Note (1): In "Photon Units" which is photons cm^-2^ s^-1^ sr^-1^ Angstrom^-1^.
--------------------------------------------------------------------------------
2   73 260.64  32.03  1055  420 
2   74 260.82  31.84  2060  480 
2   75 260.98  31.65   635  404 
2   76 261.15  31.48  1085  427 
2   77 261.32  31.30   261  393 
2   78 261.48  31.11   756  408 
2   79 261.65  30.92   847  412 
2   80 261.82  30.74  1270  435 
2   81 261.99  30.56  1531  461 
2   82 262.14  30.38  1244  473 
2   83 262.31  30.19   786  412 
2   84 262.48  30.01   745  408 
2   85 262.63  29.82  1130  427 
2   86 262.80  29.64   714  416 
2   87 262.96  29.46  1357  446 
2   88 263.12  29.26   888  427 
2   89 263.28  29.08  1274  450 
2   90 263.44  28.90  1591  473 
2   91 263.60  28.71  1633  473 
2   92 263.75  28.53   416  397 
2   93 263.92  28.34  1285  457 
2   94 264.08  28.15  1939  476 
2   95 264.23  27.96  1814  484 
2   96 264.38  27.78  1160  438 
2   97 265.01  27.03  2079  499 
2   98 265.16  26.85  2124  484 
2   99 265.31  26.66  2170  488 
2  100 265.47  26.47  2226  510 
2  101 265.62  26.28  1304  450 
2  102 265.77  26.09   998  446 
2  103 265.92  25.91  1482  473 
2  104 266.07  25.72  2510  514 
2  105 266.22  25.52  1837  473 
2  106 266.37  25.34  1550  461 
2  107 266.52  25.15  2442  529 
2  108 266.66  24.96  2007  476 
2  109 266.81  24.78  2026  507 
2  110 266.97  24.58  1754  473 
2  111 267.11  24.39  1504  454 
2  112 267.26  24.21  1848  488 
2  113 267.41  24.02  2000  499 
2  114 267.55  23.83  2559  518 
2  115 267.70  23.63  1720  461 
2  116 267.85  23.45  1383  450 
2  117 267.98  23.26  3001  533 
2  118 268.13  23.07  2155  499 
2  119 268.27  22.88  1210  454 
2  120 268.42  22.68  3047  556 
2  121 268.56  22.49  2272  510 
2  122 268.71  22.31  1580  484 
2  123 268.84  22.11  2094  503 
2  124 268.99  21.93  1788  499 
2  125 269.14  21.73  1187  450 
2  126 269.27  21.54  1746  476 
2  127 269.41  21.35  2132  499 
2  128 269.56  21.16  2340  503 
2  129 269.69  20.97  1323  465 
2  130 269.84  20.77  2313  507 
2  131 269.97  20.58  2415  503 
2  132 270.53  19.81  1969  503 
2  133 270.67  19.62  2536  522 
2  134 270.80  19.43  2287  507 
2  135 270.94  19.24  2635  518 
2  136 271.48  18.46  1773  499 
2  137 271.62  18.27  2249  514 
2  138 271.75  18.08  2718  533 
2  139 271.89  17.88  3583  571 
2  140 272.03  17.69  1894  499 
2  141 272.16  17.50  2642  525 
2  142 272.29  17.31  2128  510 
2  143 272.42  17.11  1504  473 
2  144 272.56  16.91  1947  503 
2  145 272.70  16.72  2559  514 
2  146 272.82  16.53  3701  563 
2  147 272.96  16.34  4812  620 
2  148 273.09  16.14  2374  507 
2  149 273.22  15.94  3504  575 
2  150 273.36  15.75  2472  518 
2  151 273.48  15.56  1932  510 
2  152 273.62  15.37  3455  559 
2  153 273.74  15.17  2786  533 
2  154 273.88  14.97  2843  529 
2  155 274.01  14.78  2374  510 
2  156 274.14  14.58  3595  654 
2  157 274.27  14.39  3239  556 
2  158 274.40  14.20  3549  567 
2  159 274.53  14.00  3402  559 
2  160 274.66  13.80  3190  559 
2  161 274.79  13.61  1671  491 
2  162 274.92  13.41  2487  522 
2  163 275.05  13.22  2476  533 
2  164 275.18  13.02  2521  522 
2  165 275.31  12.83  3239  556 
2  166 275.43  12.63  3859  582 
2  167 275.56  12.44  3633  590 
2  168 275.68  12.24  2381  514 
2  169 275.82  12.04  3519  578 
2  170 275.94  11.85  2604  522 
2  171 276.07  11.66  2597  525 
2  172 276.19  11.46  2302  503 
2  173 276.32  11.27  2582  525 
2  174 276.45  11.06  3640  590 
2  175 276.58  10.87  3708  590 
2  176 276.95  10.29  4396  597 
2  177 277.46   9.50  4211  593 
2  178 277.58   9.30  3931  593 
2  179 277.71   9.10  4835  616 
2  180 277.83   8.91  3421  567 
2  181 277.96   8.71  4804  631 
2  182 278.08   8.52  4271  605 
2  183 278.21   8.32  5050  639 
2  184 278.33   8.12  3720  582 
2  185 278.45   7.92  4797  733 
2  186 278.58   7.73  6721  703 
2  187 278.70   7.53  6037  696 
2  188 278.83   7.34  4483  631 
2  189 278.95   7.13  4328  624 
2  190 279.08   6.94  6925  730 
2  191 291.16 -12.37  4952  900 
2  192 291.29 -12.56  5243  892 
2  193 291.41 -12.75  4551  869 
2  194 291.54 -12.95  6097  979 
2  195 291.67 -13.15  7035 1021 
2  196 291.80 -13.34  9654 1149 
2  197 291.93 -13.54  6475 1024 
2  198 292.06 -13.73  7322 1017 
2  199 292.18 -13.93  3878  835 
2  200 292.31 -14.12  7617 1055 
2  201 292.45 -14.32  7258 1043 
2  202 292.58 -14.51  6052  975 
2  203 292.71 -14.71  5712  964 
2  204 292.83 -14.90  5266  949 
2  205 292.96 -15.10  7700 1058 
2  206 293.10 -15.30  4294  896 
2  207 293.23 -15.49  5107  983 
2  208 293.36 -15.68  5984 1017 
2  209 293.49 -15.87  5606  983 
2  210 293.62 -16.07  5519  998 
2  211 293.75 -16.26  4733 1028 
2  212 293.89 -16.46  4661  975 
2  213 294.02 -16.66  3364  869 
2  214 294.15 -16.85  4003  956 
2  215 294.28 -17.04  3137  873 
2  216 294.42 -17.23  2801  869 
2  217 294.55 -17.42  3251  930 
2  218 294.69 -17.63  2703  885 
2  219 294.82 -17.82  1822  850 
2  220 294.95 -18.01  2064  839 
2  221 295.50 -18.79  3912 1009 
2  222 295.63 -18.98  3020  919 
2  223 295.77 -19.17  2899  926 
2  224 295.90 -19.36  5163 1100 
2  225 296.04 -19.55  3901 1036 
2  226 296.18 -19.74  2593  941 
2  227 296.32 -19.94  3678 1017 
2  228 296.46 -20.14  4407 1036 
2  229 296.59 -20.33  2570  885 
2  230 296.73 -20.52  1293  798 
2  231 296.87 -20.71  4343 1032 
2  232 297.57 -21.67   370  677 
2  233 297.71 -21.86  2714  964 
2  234 297.85 -22.05  2684  881 
2  235 298.00 -22.24  3474  990 
2  236 298.14 -22.43  3217  926 
2  237 298.28 -22.62  3606  949 
2  238 298.42 -22.81  2604  877 
2  239 298.57 -23.00  4067  983 
2  240 298.71 -23.19  2094  820 
2  241 298.85 -23.38  3266  937 
2  242 299.00 -23.57  4007 1021 
2  243 299.14 -23.76  2117  847 
2  244 299.29 -23.95  3066  888 
2  245 299.44 -24.15  3387  953 
2  246 299.58 -24.34  2956  900 
2  247 299.73 -24.53  2378  828 
2  248 299.88 -24.72  3100  903 
2  249 300.03 -24.91  3164  915 
2  250 300.62 -25.66  4162  941 
2  251 300.78 -25.85  2911  877 
2  252 300.93 -26.03  3799  907 
2  253 301.08 -26.22  2294  843 
2  254 301.23 -26.41  2272  801 
2  255 301.38 -26.59  2049  786 
2  256 301.85 -27.16  2283  816 
2  257 302.01 -27.35  3406  866 
2  258 302.17 -27.55  2223  835 
2  259 302.33 -27.73  1633  760 
2  260 302.49 -27.92  2128  813 
2  261 302.63 -28.11  3224  877 
2  262 302.78 -28.29  2022  775 
2  263 302.93 -28.48  3190  885 
2  264 303.39 -29.03  4150  930 
2  265 303.55 -29.22  1814  790 
2  266 303.71 -29.40  2483  794 
2  267 303.87 -29.59  1383  722 
2  268 304.03 -29.77  3644  873 
2  269 304.20 -29.96  3149  816 
2  270 304.36 -30.14  1512  737 
2  271 304.52 -30.33  1342  688 
2  272 304.68 -30.51  2291  764 
2  273 304.85 -30.70  1716  737 
2  274 305.01 -30.88  3459  873 
2  275 305.18 -31.07  2967  820 
2  276 305.35 -31.25  2162  726 
2  277 305.51 -31.43   896  635 
2  278 305.68 -31.62  2351  737 
2  279 305.85 -31.80  2945  877 
2  280 306.02 -31.98  1334  684 
2  281 306.19 -32.17  1841  707 
2  282 306.36 -32.35  2661  782 
2  283 306.53 -32.53  1659  673 
2  284 306.70 -32.71  2703  782 
2  285 306.87 -32.89  2064  707 
2  286 307.04 -33.07  3345  782 
2  287 307.22 -33.25  3372  775 
2  288 307.39 -33.43  1523  658 
2  289 307.57 -33.61  1603  643 
2  290 307.74 -33.79  2196  677 
2  291 307.92 -33.97  1508  669 
2  292 308.63 -34.69  1932  654 
2  293 308.81 -34.87  1773  654 
2  294 308.99 -35.05  2268  677 
2  295 309.17 -35.22  2412  680 
2  296 309.36 -35.40  1826  650 
2  297 309.54 -35.58   945  559 
2  298 309.73 -35.76   805  567 
2  299 309.91 -35.94  1962  643 
2  300 310.10 -36.11  2480  665 
2  301 310.28 -36.29  2113  654 
2  302 310.47 -36.46  2090  658 
2  303 310.66 -36.64  1470  590 
2  304 310.85 -36.82  2548  654 
2  305 311.04 -36.99  1833  620 
2  306 311.23 -37.17  1966  669 
2  307 311.42 -37.34  1777  620 
2  308 311.61 -37.51  1777  612 
2  309 311.81 -37.68  1554  582 
2  310 312.00 -37.86  2877  673 
2  311 312.20 -38.04  1875  605 
2  312 312.40 -38.21   590  499 
2  313 312.59 -38.38   790  514 
2  314 312.79 -38.55  1648  578 
2  315 312.99 -38.72  1950  586 
2  316 313.19 -38.90  2438  609 
2  317 313.39 -39.07  1281  541 
2  318 313.59 -39.24  1459  556 
2  319 313.80 -39.41   612  522 
2  320 314.00 -39.58    72  473 
2  321 314.20 -39.75  1864  578 
2  322 314.41 -39.92  2071  593 
2  323 314.62 -40.09   605  510 
2  324 314.83 -40.26  1905  593 
2  325 315.04 -40.42   907  510 
2  326 315.24 -40.59  1108  525 
2  327 315.45 -40.76  1603  567 
2  328 315.67 -40.93   881  518 
2  329 315.89 -41.10  1108  529 
2  330 316.10 -41.26  1380  544 
2  331 316.31 -41.43   801  507 
2  332 316.53 -41.59   711  514 
2  333 316.75 -41.76  1160  522 
2  334 316.97 -41.93  1659  556 
2  335 317.19 -42.09  1009  514 
2  336 317.41 -42.25   900  507 
2  337 317.63 -42.42  1463  552 
2  338 317.86 -42.58   684  473 
2  339 318.08 -42.75  1002  522 
2  340 318.31 -42.91   522  461 
2  341 318.53 -43.07   352  450 
2  342 318.76 -43.23   386  465 
2  343 318.99 -43.39   730  469 
2  344 319.23 -43.55  1085  525 
2  345 319.46 -43.71  1716  529 
2  346 319.69 -43.87  1270  525 
2  347 319.92 -44.03  1338  514 
2  348 320.15 -44.19  1172  499 
2  349 320.40 -44.35  1255  503 
2  350 320.87 -44.66  1459  575 
2  351 321.11 -44.82   559  469 
2  352 321.35 -44.97  1886  533 
2  353 321.61 -45.13  1040  499 
2  354 321.85 -45.29   665  473 
2  355 322.09 -45.44  1365  495 
2  356 322.34 -45.59   677  457 
2  357 322.58 -45.75   881  469 
2  358 322.84 -45.90  1270  514 
2  359 323.09 -46.06   473  446 
2  360 323.34 -46.21   488  446 
2  361 323.60 -46.35  1372  518 
2  362 323.85 -46.51  1153  488 
2  363 324.37 -46.81   680  461 
2  364 324.63 -46.96   726  446 
2  365 325.15 -47.25  1852  514 
2  366 325.41 -47.40   782  457 
2  367 325.69 -47.55  1346  480 
2  368 325.96 -47.69   828  465 
2  369 326.22 -47.84   435  423 
2  370 326.49 -47.98   711  438 
2  371 326.76 -48.12  1580  507 
2  372 327.04 -48.27   597  431 
2  373 327.31 -48.41   280  420 
2  374 327.59 -48.56  1194  480 
2  375 327.87 -48.69   147  401 
2  376 328.14 -48.83   480  435 
2  377 328.43 -48.98   926  465 
2  378 328.71 -49.12   488  427 
2  379 329.00 -49.26   593  469 
2  380 329.28 -49.39  1421  476 
2  381 329.87 -49.67   934  457 
2  382 330.15 -49.80  1176  461 
2  383 330.44 -49.94  1183  473 
2  384 330.74 -50.07   454  423 
2  385 331.03 -50.20   764  454 
2  386 331.34 -50.34   828  442 
2  387 331.63 -50.47   703  457 
2  388 331.93 -50.60  1576  488 
2  389 332.23 -50.73   892  514 
2  390 332.53 -50.86  1130  469 
2  391 332.85 -51.00  1210  495 
2  392 333.16 -51.12   869  454 
2  393 333.46 -51.25  1164  457 
2  394 333.77 -51.37   454  416 
2  395 334.08 -51.50   401  435 
2  396 334.40 -51.63   790  431 
2  397 334.72 -51.75   552  416 
2  398 335.03 -51.88  1194  484 
2  399 335.35 -52.00  1504  484 
2  400 336.00 -52.24  1028  457 
2  401 336.33 -52.36   344  408 
2  402 336.65 -52.48  1244  473 
2  403 336.97 -52.60   401  416 
2  404 337.30 -52.71   510  427 
2  405 337.65 -52.83   816  473 
2  406 337.98 -52.94   457  423 
2  407 338.64 -53.17   552  431 
2  408 338.98 -53.28   412  404 
2  409 339.32 -53.39  1433  476 
2  410 339.67 -53.51   983  438 
2  411 340.36 -53.72  1244  454 
2  412 340.70 -53.83   575  416 
2  413 341.05 -53.94  1289  457 
2  414 341.41 -54.04  1633  476 
2  415 341.76 -54.15  1523  484 
2  416 342.11 -54.25  1051  454 
2  417 342.83 -54.45  1191  495 
2  418 343.56 -54.66   949  431 
2  419 343.92 -54.75    57  378 
2  420 344.28 -54.85   953  427 
2  421 344.64 -54.94   983  454 
2  422 345.03 -55.04  1576  476 
2  423 345.76 -55.23   635  404 
2  424 346.13 -55.32   767  465 
2  425 346.51 -55.41   983  435 
2  426 346.90 -55.50   665  431 
2  427 347.27 -55.59  1119  446 
2  428 347.65 -55.67   268  393 
2  429 348.03 -55.76  1104  446 
2  430 348.41 -55.84   609  412 
2  431 348.81 -55.92   438  416 
2  432 349.20 -56.01   423  404 
2  433 349.58 -56.09   559  408 
2  434 349.97 -56.17  1191  442 
2  435 350.36 -56.24   718  420 
2  436 350.77 -56.33   801  427 
2  437 351.16 -56.40   227  382 
2  438 351.56 -56.47   227  374 
2  439 351.95 -56.54   386  412 
2  440 352.35 -56.61  1119  431 
2  441 352.76 -56.69   911  427 
2  442 353.16 -56.76  1467  488 
2  443 353.56 -56.83   189  397 
2  444 353.97 -56.89  1240  446 
2  445 354.37 -56.96   782  420 
2  446 354.80 -57.02   877  427 
2  447 355.20 -57.09   741  423 
2  448 355.61 -57.14   820  408 
2  449 356.02 -57.21  1365  465 
2  450 356.43 -57.26  1123  438 
2  451 356.86 -57.32  1062  427 
2  452 357.28 -57.38   333  378 
2  453 358.11 -57.48   673  442 
2  454 358.52 -57.54   790  408 
2  455 358.96 -57.59   612  401 
2  456 359.38 -57.64   767  408 
2  457 359.80 -57.68   597  427 
2  458   0.22 -57.73   896  420 
2  459   0.65 -57.78  1164  438 
2  460   1.09 -57.82   374  389 
2  461   1.51 -57.86   839  423 
2  462   1.94 -57.90   850  420 
2  463   2.37 -57.94   363  389 
2  464   2.80 -57.97   877  412 
2  465   3.24 -58.01  1149  427 
2  466   3.67 -58.04  1206  431 
2  467   5.42 -58.17   389  386 
2  468   6.29 -58.22   219  374 
2  469   6.72 -58.24   457  404 
2  470   7.16 -58.27   412  408 
2  471   7.61 -58.29   499  404 
2  472   8.05 -58.31   801  404 
2  473   8.48 -58.33   454  408 
2  474   9.36 -58.36   582  408 
2  475  10.25 -58.38   431  389 
2  476  10.69 -58.40   730  401 
2  477  11.13 -58.40   790  408 
2  478  11.57 -58.41  1002  427 
2  479  12.03 -58.42   578  404 
2  480  12.47 -58.42   930  427 
2  481  12.90 -58.43   635  412 
2  482  13.34 -58.43    98  374 
2  483  13.78 -58.42   242  382 
2  484  14.68 -58.42  1176  438 
2  485  15.12 -58.42   427  401 
2  486  15.56 -58.41   869  427 
2  487  16.00 -58.40    83  370 
2  488  16.89 -58.39   503  393 
2  489  17.33 -58.37   204  370 
2  490  17.77 -58.36    19  367 
2  491  18.21 -58.34   703  420 
2  492  18.66 -58.32   359  389 
2  493  19.10 -58.31   624  404 
2  494  19.54 -58.28   707  427 
2  495  19.97 -58.26   121  386 
2  496  20.41 -58.24   242  397 
2  497  20.86 -58.21   469  397 
2  498  21.29 -58.19   113  389 
2  499  21.73 -58.16   404  393 
2  500  22.16 -58.13  1017  450 
2  501  22.59 -58.10   658  412 
2  502  23.04 -58.07   548  401 
2  503  23.47 -58.03   499  404 
2  504  23.90 -58.00  1149  427 
2  505  24.76 -57.93   370  397 
2  506  25.20 -57.89  1032  438 
2  507  25.63 -57.85   779  416 
2  508  26.05 -57.80  1092  438 
2  509  26.48 -57.76   983  423 
2  510  26.90 -57.72   374  397 
2  511  27.34 -57.67   465  397 
2  512  27.76 -57.62   416  393 
2  513  28.18 -57.58   306  393 
2  514  28.60 -57.53   503  386 
2  515  29.01 -57.47   809  431 
2  516  29.45 -57.42   756  435 
2  517  29.86 -57.37   261  374 
2  518  31.53 -57.13  1017  431 
2  519  31.93 -57.07  1315  461 
2  520  32.34 -57.01   809  412 
2  521  32.75 -56.94   435  401 
2  522  33.15 -56.88   775  412 
2  523  33.57 -56.81    76  374 
2  524  33.97 -56.74   835  408 
2  525  34.37 -56.67   370  401 
2  526  34.77 -56.60  1433  450 
2  527  35.17 -56.53   650  393 
2  528  35.58 -56.45  1278  446 
2  529  35.97 -56.38   310  382 
2  530  36.37 -56.30  1879  499 
2  531  36.75 -56.22   677  401 
2  532  37.55 -56.07  1157  435 
2  533  37.94 -55.99   374  389 
2  534  38.32 -55.90   869  435 
2  535  38.70 -55.82   140  382 
2  536  39.10 -55.74   627  408 
2  537  39.47 -55.64  1058  435 
2  538  39.85 -55.56   518  401 
2  539  40.23 -55.48   276  386 
2  540  40.61 -55.39   370  378 
2  541  40.99 -55.29   707  420 
2  542  41.36 -55.20   284  389 
2  543  41.73 -55.11  1040  427 
2  544  42.10 -55.02  1002  423 
2  545  42.46 -54.92   945  427 
2  546  42.85 -54.82   208  382 
2  547  43.21 -54.73   556  416 
2  548  43.57 -54.63   552  401 
2  549  43.93 -54.53   499  404 
2  550  44.28 -54.43   983  423 
2  551  44.66 -54.33  1523  465 
2  552  45.00 -54.22   892  442 
2  553  45.36 -54.12   760  408 
2  554  45.71 -54.02   306  382 
2  555  46.06 -53.92  1455  488 
2  556  46.42 -53.80   937  423 
2  557  46.76 -53.70  1153  423 
2  558  47.11 -53.59  1047  423 
2  559  47.44 -53.48  1399  495 
2  560  47.78 -53.37   873  420 
2  561  48.14 -53.25  1274  442 
2  562  48.48 -53.14  1486  473 
2  563  48.80 -53.03  1009  423 
2  564  49.14 -52.91   684  397 
2  565  49.47 -52.80   824  423 
2  566  49.82 -52.68  1232  435 
2  567  50.14 -52.56  1210  435 
2  568  50.46 -52.45  1194  431 
2  569  50.79 -52.33   767  412 
2  570  51.11 -52.21   707  404 
2  571  51.76 -51.96   771  408 
2  572  52.08 -51.84   544  401 
2  573  52.40 -51.72   159  370 
2  574  52.70 -51.59   919  423 
2  575  53.03 -51.47  1659  473 
2  576  53.34 -51.34   423  389 
2  577  53.65 -51.22  1153  431 
2  578  53.95 -51.09  1051  454 
2  579  54.26 -50.96   794  416 
2  580  54.58 -50.83   722  408 
2  581  54.88 -50.70   431  389 
2  582  55.17 -50.57   333  386 
2  583  55.47 -50.44  1444  454 
2  584  55.77 -50.31  1399  446 
2  585  56.08 -50.18   484  389 
2  586  56.37 -50.04   582  404 
2  587  56.66 -49.90  1111  431 
2  588  56.95 -49.77  1455  450 
2  589  57.53 -49.49  1440  435 
2  590  57.82 -49.36  1058  427 
2  591  58.11 -49.22   616  427 
2  592  58.39 -49.09  1614  450 
2  593  58.66 -48.94  2332  484 
2  594  58.96 -48.80  1996  465 
2  595  59.24 -48.66   450  386 
2  596  59.51 -48.52  1259  446 
2  597  59.78 -48.38   650  404 
2  598  60.06 -48.24  1153  442 
2  599  60.34 -48.09  1807  469 
2  600  60.61 -47.95   816  408 
2  601  60.87 -47.80   824  416 
2  602  61.14 -47.66  1610  461 
2  603  61.41 -47.51   987  420 
2  604  61.69 -47.36  1198  461 
2  605  61.94 -47.21  1433  450 
2  606  62.20 -47.07  1693  454 
2  607  62.46 -46.92   968  420 
2  608  62.72 -46.77   756  435 
2  609  62.98 -46.61   915  416 
2  610  63.24 -46.47  1886  469 
2  611  63.50 -46.32  1221  442 
2  612  63.75 -46.17   809  416 
2  613  64.00 -46.02  2638  503 
2  614  64.26 -45.86  1270  438 
2  615  64.51 -45.71  3039  556 
2  616  64.75 -45.56  2223  488 
2  617  65.00 -45.41  1368  438 
2  618  65.24 -45.25  1085  423 
2  619  66.94 -44.15  2472  503 
2  620  67.16 -43.99  1796  461 
2  621  67.40 -43.83  2499  491 
2  622  67.63 -43.67  1024  438 
2  623  67.87 -43.51  1172  469 
2  624  68.09 -43.35  1693  450 
2  625  68.32 -43.19  1743  465 
2  626  68.55 -43.03  1875  469 
2  627  68.78 -42.87  1788  476 
2  628  69.01 -42.70  1387  465 
2  629  69.23 -42.54  1875  484 
2  630  69.45 -42.38  1478  450 
2  631  69.67 -42.22  1244  575 
2  632  69.90 -42.05  1777  488 
2  633  70.12 -41.88   752  408 
2  634  70.34 -41.72  1739  461 
2  635  70.55 -41.55  1962  491 
2  636  70.77 -41.39   155  374 
2  637  70.98 -41.22  1520  461 
2  638  71.20 -41.05  1225  435 
2  639  71.41 -40.89  1425  438 
2  640  71.63 -40.72  1323  457 
2  641  71.83 -40.55  1365  442 
2  642  72.04 -40.39   998  416 
2  643  72.26 -40.21   782  442 
2  644  72.47 -40.05  1221  431 
2  645  72.67 -39.88  1916  465 
2  646  72.87 -39.71  1440  457 
2  647  73.08 -39.54   465  397 
2  648  73.29 -39.37  1126  442 
2  649  73.49 -39.20  1002  431 
2  650  73.69 -39.02  1160  662 
2  651  73.89 -38.86  1452  442 
2  652  74.09 -38.69  1418  450 
2  653  74.30 -38.51  1074  416 
2  654  74.49 -38.33  1070  420 
2  655  74.68 -38.16  1939  469 
2  656  74.88 -37.99  1399  457 
2  657  75.08 -37.82  1145  442 
2  658  75.27 -37.64  2574  525 
2  659  75.46 -37.47  1183  427 
2  660  75.66 -37.30  1455  454 
2  661  75.85 -37.13  1421  450 
2  662  76.03 -36.95  1334  461 
2  663  76.23 -36.77  1818  454 
2  664  76.42 -36.59  1467  454 
2  665  76.61 -36.42  2276  488 
2  666  76.80 -36.25  1047  427 
2  667  76.97 -36.07  1157  435 
2  668  77.17 -35.89  1240  431 
2  669  77.35 -35.71  1202  431 
2  670  77.54 -35.54  1255  484 
2  671  77.71 -35.36   934  420 
2  672  77.90 -35.18   900  416 
2  673  78.09 -35.00   979  416 
2  674  78.80 -34.29   718  427 
2  675  78.98 -34.11   669  401 
2  676  79.15 -33.92  2442  499 
2  677  79.33 -33.75  1108  431 
2  678  79.51 -33.57   843  423 
2  679  79.68 -33.39   620  416 
2  680  79.86 -33.20  1644  454 
2  681  80.03 -33.02   873  442 
2  682  80.20 -32.85  1705  465 
2  683  80.38 -32.67  1414  446 
2  684  80.55 -32.47  1720  461 
2  685  81.39 -31.56  1625  503 
2  686  81.56 -31.38  1244  438 
2  687  81.73 -31.20   386  389 
2  688  81.89 -31.02  1372  465 
2  689  82.05 -30.84   813  408 
2  690  82.23 -30.65   771  420 
2  691  82.39 -30.47   582  393 
2  692  82.55 -30.28  1138  442 
2  693  82.71 -30.10   658  416 
2  694  82.87 -29.92   843  423 
2  695  83.04 -29.73   922  427 
2  696  83.20 -29.54   650  404 
2  697  83.36 -29.36   404  397 
2  698  83.52 -29.18   151  370 
2  699  83.68 -28.99   956  423 
2  700  83.84 -28.80   367  374 
2  701  83.99 -28.61   945  423 
2  702  84.15 -28.43  1179  431 
2  703  84.31 -28.25  1452  465 
2  704  84.46 -28.06  1584  457 
2  705  84.62 -27.87   885  412 
2  706  84.78 -27.68  1036  420 
2  707  84.93 -27.49  1108  435 
2  708  85.08 -27.31  1814  469 
2  709  85.24 -27.12  1308  435 
2  710  85.40 -26.93  1221  435 
2  711  85.54 -26.74   548  401 
2  712  85.70 -26.56  1516  457 
2  713  85.85 -26.37   824  412 
2  714  86.00 -26.19   253  393 
2  715  86.15 -25.99  1342  435 
2  716  86.30 -25.80  1542  469 
2  717  86.45 -25.62  1486  446 
2  718  86.60 -25.43  1572  450 
2  719  86.75 -25.24  2124  480 
2  720  86.90 -25.05   711  412 
2  721  87.05 -24.86  2242  473 
2  722  87.19 -24.67  1467  442 
2  723  87.34 -24.48  1104  435 
2  724  87.49 -24.30  1448  442 
2  725  87.64 -24.10  1758  465 
2  726  87.78 -23.91  1353  435 
2  727  87.93 -23.72  1799  469 
2  728  88.07 -23.53  1565  469 
2  729  88.21 -23.34  1890  480 
2  730  88.36 -23.15  1712  465 
2  731  88.50 -22.96  1935  473 
2  732  88.65 -22.77  1497  461 
2  733  88.79 -22.58  1848  473 
2  734  88.93 -22.39  1289  435 
2  735  89.08 -22.19  1455  442 
2  736  89.21 -22.00  1418  450 
2  737  89.36 -21.81  2177  491 
2  738  89.50 -21.62  1913  461 
2  739  89.64 -21.44  2567  503 
2  740  89.78 -21.23  1765  454 
2  741  89.92 -21.05  1236  442 
2  742  90.33 -20.47  3304  525 
2  743  90.48 -20.28  2053  488 
2  744  90.61 -20.08  1928  522 
2  745  90.75 -19.89  1618  454 
2  746  90.89 -19.70  1210  435 
2  747  91.03 -19.51  1455  450 
2  748  91.85 -18.35  3141  525 
2  749  91.98 -18.15  3285  541 
2  750  92.11 -17.96  2415  499 
2  751  92.25 -17.77  2412  491 
2  752  92.37 -17.58  2631  499 
2  753  92.52 -17.38  2892  537 
2  754  92.65 -17.19  2567  495 
2  755  92.78 -16.99  3228  525 
2  756  92.91 -16.80  2699  499 
2  757  93.05 -16.61  2597  488 
2  758  93.18 -16.41  3119  525 
2  759  93.31 -16.22  3243  522 
2  760  93.44 -16.02  3519  533 
2  761  93.57 -15.83  3092  522 
2  762  93.70 -15.64  3432  533 
2  763  93.84 -15.44  3882  571 
2  764  93.97 -15.24  3398  544 
2  765  94.10 -15.05  2684  507 
2  766  94.23 -14.86  3799  563 
2  767  94.35 -14.66  3965  563 
2  768  94.49 -14.46  3697  544 
2  769  94.62 -14.27  4067  567 
2  770  94.75 -14.07  3553  548 
2  771  94.88 -13.88  2979  518 
2  772  95.01 -13.69  3107  522 
2  773  95.14 -13.49  4211  571 
2  774  95.27 -13.29  5704  631 
2  775  95.39 -13.10  6124  646 
2  776  95.78 -12.51  4150  571 
2  777  95.91 -12.32  4661  624 
2  778  96.29 -11.73  4740  601 
2  779  96.41 -11.53  3459  525 
2  780  96.54 -11.34  4710  578 
2  781  96.67 -11.14  4721  586 
2  782  96.79 -10.95  3863  571 
2  783  96.92 -10.75  4302  575 
2  784  97.05 -10.55  6641  658 
2  785  97.17 -10.36  4619  582 
2  786  97.55  -9.77  4483  571 
2  787  97.67  -9.57  4695  578 
2  788  97.80  -9.37  4801  586 
2  789  97.92  -9.18  5833  627 
2  790  98.17  -8.79  7193  662 
2  791  98.30  -8.59  5182  605 
2  792  98.43  -8.39  6018  662 
2  793  98.55  -8.19  6917  680 
2  794  98.67  -8.00  4581  582 
2  795  98.79  -7.80  4453  586 
2  796  98.92  -7.60  5288  620 
2  797  99.04  -7.41  5368  692 
2  798  99.17  -7.21  5821  680 
2  799  99.29  -7.01  6649  654 
2  800  99.41  -6.82  9783  752 
2  801  99.54  -6.62  5606  620 
2  802  99.66  -6.42  5817  624 
2  803  99.79  -6.23  7500  680 
